"Customweb_UnzerCw::!label (Live)","!label (Live)"
"Customweb_UnzerCw::Order Total","Totale dell'ordine"
"Customweb_UnzerCw::Order cancelled, because the customer was too long in the payment process of Unzer.","L'ordine é stato annullato perché il cliente é rimasto troppo a lungo nel processo di pagamento di Unzer."
"Customweb_UnzerCw::Order was placed using %s","L'ordine é stato effettuato usando %s"
"Customweb_UnzerCw::OrderId Schema","OrderId Schema"
"Customweb_UnzerCw::Orders","Ordini"
"Customweb_UnzerCw::Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Gli ordini il cui pagamento é in sospeso da più tempo del timeout definito in minuti saranno annullati automaticamente. Per utilizzare questa funzione devi impostare Magento cron."
"Customweb_UnzerCw::Paid Amount","Importo pagato"
"Customweb_UnzerCw::Partial refund not possible. You may retry with the total transaction amount.","Rimborso parziale non possibile. Riprovare con l'importo totale della transazione."
"Customweb_UnzerCw::Password","Password"
"Customweb_UnzerCw::Password and password confirmation are not equal.","La password e la conferma della password non corrispondono."
"Customweb_UnzerCw::Pay with ____paymentMethodName____","Paga con ____paymentMethodName____"
"Customweb_UnzerCw::Payment","Pagamento"
"Customweb_UnzerCw::Payment Failed","Payment Failed"
"Customweb_UnzerCw::Payment ID","Payment ID"
"Customweb_UnzerCw::Payment Id","ID pagamento"
"Customweb_UnzerCw::Payment Information","Informazioni sul pagamento"
"Customweb_UnzerCw::Payment Method","Metodo di pagamento"
"Customweb_UnzerCw::Payment captured successfully.","Pagamento salvato con successo."
"Customweb_UnzerCw::Payment could not be authorized. Cancelling order. Reason : ","Il pagamento non potesse essere autorizzato. L'ordine sarà annullato. Motivo:"
"Customweb_UnzerCw::Payment details can be entered after placing the order","I dettagli di pagamento possono essere inseriti dopo avere effettuato l'ordinato."
"Customweb_UnzerCw::Payment from Applicable Countries","Payment from Applicable Countries"
"Customweb_UnzerCw::Payment from Specific Countries","Payment from Specific Countries"
"Customweb_UnzerCw::Payment from applicable countries","Pagamento da paesi applicabili"
"Customweb_UnzerCw::Payment from specific countries","Pagamento da paesi specifici"
"Customweb_UnzerCw::Payment is pending at UnzerCw","Pagamento in sospeso in UnzerCw."
"Customweb_UnzerCw::Payment method description","Descrizione di metodo di pagamento"
"Customweb_UnzerCw::Payment with %s","Pagamento con %s"
"Customweb_UnzerCw::Payment with Unzer","Pagamenti con ____ paymentServiceProviderName____"
"Customweb_UnzerCw::PaymentReference Schema","PaymentReference Schema"
"Customweb_UnzerCw::Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","I pagamenti possono essere aggiornati automaticamente (intervallo in minuti) via API (se attivato). Per utilizzare questa funzione, il Magento Cron deve essere abilitato."
"Customweb_UnzerCw::Pending","In sospeso"
"Customweb_UnzerCw::Pending UnzerCw","UnzerCw in attesa"
"Customweb_UnzerCw::Place Order","Fare un ordine"
"Customweb_UnzerCw::Please agree to all the terms and conditions before placing the order.","Accetta i termine e le condizioni prima di fare un ordine."
"Customweb_UnzerCw::Please check the entered CVC number.","Si prega di controllare il numero CVC inserito."
"Customweb_UnzerCw::Please check the entered credit card number.","Si prega di controllare il numero di carta di credito inserito."
"Customweb_UnzerCw::Please check your inputs to ensure all company required fields are present.","Please check your inputs to ensure all company required fields are present."
"Customweb_UnzerCw::Please enter here the Bank Identifier Code (BIC).","Inserisci qui il codice di identificazione bancario (BIC)."
"Customweb_UnzerCw::Please enter here the CVC code from your card. You find the code on the back of the card.","Inserisci qui il codice CVC che si trova sul retro della tua carta."
"Customweb_UnzerCw::Please enter here the International Bank Account Number (IBAN).","Si prega di inserire l'IBAN (numero di conto bancario internazionale)."
"Customweb_UnzerCw::Please enter here the account holder name on the card.","Si prega di inserire qui il nome del titolare del conto sulla carta."
"Customweb_UnzerCw::Please enter here the account holder name.","Si prega di inserire qui il nome del titolare del conto."
"Customweb_UnzerCw::Please enter here the account number of your bank account.","Si prega di inserire l'IBAN (numero di conto bancario internazionale)."
"Customweb_UnzerCw::Please enter here the bank code of your bank.","Si prega di inserire il codice banca ."
"Customweb_UnzerCw::Please enter here the card holder name on the card.","Inserire qui il nome del titolare della carta."
"Customweb_UnzerCw::Please enter here the commercial number of your company.","Si prega di inserire il numero di iscrizione nel registro delle imprese."
"Customweb_UnzerCw::Please enter here the name of the account owner.","Si prega di inserire il nome del titolare del conto."
"Customweb_UnzerCw::Please enter here the number on your card.","Si prega di inserire il numero di carta di carta di credito."
"Customweb_UnzerCw::Please enter here the sales tax number of your company.","Inserisci qui la partita IVA della tua azienda."
"Customweb_UnzerCw::Please enter here your social security number.","Si prega di inserire il numero di sicurezza sociale."
"Customweb_UnzerCw::Please enter the location of your bank.","Si prega di inserire la posizione della banca."
"Customweb_UnzerCw::Please enter the name of your bank.","Si prega di inserire il nome della banca."
"Customweb_UnzerCw::Please enter your IBAN number.","Inserisci il tuo numero IBAN."
"Customweb_UnzerCw::Please enter your issue number, if there is no CVC code on your card.","Inserisci l'issue number, se non c'é alcun codice CVC sulla carta."
"Customweb_UnzerCw::Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Svuota o disabilita la memoria cache e riprova. Se non dovesse aiutare, cambia il metodo di autorizzazione in PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Customweb_UnzerCw::Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Si prega di lampeggiare o disabilitare la memoria cache e riprovare. Se questo non ha aiutato, cambiare il metodo di autorizzazione per PaymentPage e <a href=""%s"" target=""_blank"">contattare sellXed</a>.', 'http://www.sellxed.com/en/support"
"Customweb_UnzerCw::Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Svuota o disabilita la memoria cache e riprova. Se questo non aiuta, cambia il metodo di autorizzazione in PaymentPage e <a href=""%s"" target=""_blank"">contatta sellxed</a>."
"Customweb_UnzerCw::Please log in below:","Log in"
"Customweb_UnzerCw::Please pay the amount of !amount using the following bank data:<br/><b>Descriptor:</b> !descriptor<br/><b>Account Holder:</b> !holder<br/><b>IBAN:</b> !iban<br/><b>BIC:</b> !bic<br/>","Please pay the amount of !amount using the following bank data:<br/><b>Descriptor:</b> !descriptor<br/><b>Account Holder:</b> !holder<br/><b>IBAN:</b> !iban<br/><b>BIC:</b> !bic<br/>"
"Customweb_UnzerCw::Please select","Si prega di selezionare"
"Customweb_UnzerCw::Please select a shipping method before sending the order.","Seleziona un metodo di spedizione prima di inviare l'ordine."
"Customweb_UnzerCw::Please select the Bank Identifier Code (BIC) of your bank.","Seleziona il Bank Identifier Code (BIC) della  banca."
"Customweb_UnzerCw::Please select the day of your birth.","Si prega di selezionare il giorno della tua nascita."
"Customweb_UnzerCw::Please select the expiry month on your card.","Devi inserire il mese della scadenza della carta."
"Customweb_UnzerCw::Please select the expiry year on your card.","Inserisci la data di scadenza della carta."
"Customweb_UnzerCw::Please select the month of your birth.","Seleziona il mese di nascita."
"Customweb_UnzerCw::Please select the the year of your birth.","Si prega di selezionare l'anno di nascita."
"Customweb_UnzerCw::Please wait, processing your order...","Per favore attendi, elaborando il tuo ordine..."
"Customweb_UnzerCw::Price","Prezzo"
"Customweb_UnzerCw::Private Key","Private Key"
"Customweb_UnzerCw::Private Key (Live)","Private Key (Live)"
"Customweb_UnzerCw::Private Key (Test)","Private Key (Test)"
"Customweb_UnzerCw::Private Key for live requests, provided by Unzer.","Private Key for live requests, provided by Unzer."
"Customweb_UnzerCw::Private Key for test requests, provided by Unzer.","Private Key for test requests, provided by Unzer."
"Customweb_UnzerCw::Processed partial cancel on authorize for amount @amount with id @id.","Processed partial cancel on authorize for amount @amount with id @id."
"Customweb_UnzerCw::Processing metadata failed","Processing metadata failed"
"Customweb_UnzerCw::Processing shipment failed","Processing shipment failed"
"Customweb_UnzerCw::Processing type failed","Processing type failed"
"Customweb_UnzerCw::Product","Prodotto"
"Customweb_UnzerCw::Product Name","Nome del prodotto"
"Customweb_UnzerCw::Public Key","Public Key"
"Customweb_UnzerCw::Public Key (Live)","Public Key (Live)"
"Customweb_UnzerCw::Public Key (Test)","Public Key (Test)"
"Customweb_UnzerCw::Public Key for live requests, provided by Unzer.","Public Key for live requests, provided by Unzer."
"Customweb_UnzerCw::Public Key for test requests, provided by Unzer.","Public Key for test requests, provided by Unzer."
"Customweb_UnzerCw::Purchase Point","Luogo di acquisto"
"Customweb_UnzerCw::Qty","Quantità"
"Customweb_UnzerCw::Recurring Payments","Pagamenti ricorrenti"
"Customweb_UnzerCw::Refund Amount","Importo rimborsato"
"Customweb_UnzerCw::Refund ID","ID rimborso"
"Customweb_UnzerCw::Refund amount","Importo rimborsato"
"Customweb_UnzerCw::Refund could not be completely processed, rest amount open: @amount","Refund could not be completely processed, rest amount open: @amount"
"Customweb_UnzerCw::Refund information","Informazione sul rimborso"
"Customweb_UnzerCw::Refund status","Status rimborso"
"Customweb_UnzerCw::Refunded Amount","Importo rimborsato"
"Customweb_UnzerCw::Refunded amount (@refunded) does not equal canceled amount (@canceled). Please check in your Unzer backend.","Refunded amount (@refunded) does not equal canceled amount (@canceled). Please check in your Unzer backend."
"Customweb_UnzerCw::Refunds","Crediti"
"Customweb_UnzerCw::Register","Registrarsi"
"Customweb_UnzerCw::Register to Create an Account","Iscriviti per creare un account"
"Customweb_UnzerCw::Register with us for future convenience:","Iscriviti per facilitare la tua prossima visita:"
"Customweb_UnzerCw::Release Date","Data di rilascio"
"Customweb_UnzerCw::Request was succesfull, but no recurring alias could be created.","Request was succesfull, but no recurring alias could be created."
"Customweb_UnzerCw::Rest has been cancelled.","Rest has been cancelled."
"Customweb_UnzerCw::Review","Revisione"
"Customweb_UnzerCw::Rounding Adjustment","Arrotondamenti"
"Customweb_UnzerCw::Row Total","Totale riga"
"Customweb_UnzerCw::SEPA Mandate ID","SEPA Mandate ID"
"Customweb_UnzerCw::SKU:","SKU:"
"Customweb_UnzerCw::Sales","Vendite"
"Customweb_UnzerCw::Sales Tax Number","Numero tasse vendite"
"Customweb_UnzerCw::Salutation","Salutation"
"Customweb_UnzerCw::Save","Salva"
"Customweb_UnzerCw::Saved cards:","Carte salvate"
"Customweb_UnzerCw::See order and shipping status","Controlla l'ordine e lo stato della spedizione"
"Customweb_UnzerCw::Select Brand","Seleziona Marca"
"Customweb_UnzerCw::Select Method","Seleziona metodo"
"Customweb_UnzerCw::Select plan","Select plan"
"Customweb_UnzerCw::Select the authorization method to use for processing this payment method.","Seleziona il metodo di autorizzazione da utilizzare per l'elaborazione di questo metodo di pagamento."
"Customweb_UnzerCw::Select the date of your birth.","Inserisci la data di nascita"
"Customweb_UnzerCw::Select the date on which your card expires.","Seleziona la data di scadenza della carta."
"Customweb_UnzerCw::Sellxed On Hold","Sellxed In attesa"
"Customweb_UnzerCw::Send Basket","Send Basket"
"Customweb_UnzerCw::Send Customer","Send Customer"
"Customweb_UnzerCw::Send Invoice Email","Invia la fattura per email"
"Customweb_UnzerCw::Send amounts to Unzer in base currency.","Invia l'importo a Unzer  in base alla valuta."
"Customweb_UnzerCw::Send amounts to Unzer in store's base currency.","Invia importo a Unzer  nella valuta base del negozio."
"Customweb_UnzerCw::Send invoice email","Invia la fattura via email"
"Customweb_UnzerCw::Send the invoice email automatically after invoice creation.","Invia la fattura automaticamente via email dopo averla creata."
"Customweb_UnzerCw::Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","Per la 'Contabilizzazione diretta' l'importo viene contabilizzato direttamente dopo il pagamento completato. Per la 'Contabilizzazione ritardata' l'importo viene addebitato solo dopo un periodo di tempo definito da voi."
"Customweb_UnzerCw::Set the sort order to show the external checkouts.","Impostare il criterio di ordine per visualizzare i checkout esterni."
"Customweb_UnzerCw::Settlement after order","Creazione dopo l'ordine"
"Customweb_UnzerCw::Setup","Setup"
"Customweb_UnzerCw::Shipment created over @amount.","Shipment created over @amount."
"Customweb_UnzerCw::Shipment request has been processed.","Shipment request has been processed."
"Customweb_UnzerCw::Shipping & Handling","Shipping & Handling"
"Customweb_UnzerCw::Shipping Address","Shipping Address"
"Customweb_UnzerCw::Shipping Amount","Importo di spedizione"
"Customweb_UnzerCw::Shipping Information","Informazioni di spedizione"
"Customweb_UnzerCw::Shipping Method","Metodo di spedizione"
"Customweb_UnzerCw::Shipping Methods","Metodi di spedizione"
"Customweb_UnzerCw::Shipping Refund","Rimborso della spedizione"
"Customweb_UnzerCw::Shop","Shop"
"Customweb_UnzerCw::Short Installation Instructions:","Short Installation Instructions:"
"Customweb_UnzerCw::Should customer data be transmitted to Unzer? This slightly increases the processing time due to an additional request, but may allow e.g. saving the payment method to the customer.","Should customer data be transmitted to Unzer? This slightly increases the processing time due to an additional request, but may allow e.g. saving the payment method to the customer."
"Customweb_UnzerCw::Should the amount be captured automatically after the order (Direct Charge) or should the amount only be reserved (Authorize)?","Should the amount be captured automatically after the order (Direct Charge) or should the amount only be reserved (Authorize)?"
"Customweb_UnzerCw::Should the amount be captured automatically after the order (Direkte Belastung) or should the amount only be reserved (Authorize)?","Should the amount be captured automatically after the order (Direkte Belastung) or should the amount only be reserved (Authorize)?"
"Customweb_UnzerCw::Should the invoice items be transmitted to Unzer? This slightly increases the processing time due to an additional request, and may cause issues for certain quantity / price combinations.","Should the invoice items be transmitted to Unzer? This slightly increases the processing time due to an additional request, and may cause issues for certain quantity / price combinations."
"Customweb_UnzerCw::Show","Mostra"
"Customweb_UnzerCw::Show Account Selection","Mostra la selezione dell'account"
"Customweb_UnzerCw::Show Further Settings and Information","Mostra ulteriori impostazioni e informazioni"
"Customweb_UnzerCw::Show Image","Mostra immagine"
"Customweb_UnzerCw::Show Payment Id","Mostra il Payment Id"
"Customweb_UnzerCw::Show the payment id","Mostra il payment ID"
"Customweb_UnzerCw::Show the payment id in the order information","Mostra il payment ID nell'informazione dell'ordine"
"Customweb_UnzerCw::Show the payment image","Mostra l'immagine di pagamento"
"Customweb_UnzerCw::Show the payment image on the checkout page","Mostra l'immagine di pagamento nella pagina di checkout"
"Customweb_UnzerCw::Sign In","Log in"
"Customweb_UnzerCw::Social Security Number","Social Security Number"
"Customweb_UnzerCw::Sort Order","Sort Order"
"Customweb_UnzerCw::Status","Stato"
"Customweb_UnzerCw::Store the payment details","Salvare i dati di pagamento"
"Customweb_UnzerCw::Stored payment details","Dettagli di pagamento memorizzate"
"Customweb_UnzerCw::Submit Order","Conferma l'ordine"
"Customweb_UnzerCw::Submitting order information...","Invio informazioni sull'ordine ..."
"Customweb_UnzerCw::Subtotal","Totale parziale"
"Customweb_UnzerCw::Success","Successo"
"Customweb_UnzerCw::Successful","Successo"
"Customweb_UnzerCw::Successful online refund of amount","Rimborso online dell'importo andato a buon fine."
"Customweb_UnzerCw::Successful payment authorization.","Pagamento autorizzato con successo."
"Customweb_UnzerCw::Successfull online refund of amount","Rimborso online dell'importo andato a buon fine."
"Customweb_UnzerCw::Support","Supporto"
"Customweb_UnzerCw::Tax Amount","Importo Tassa"
"Customweb_UnzerCw::Technical issue: This payment methods is not available at the moment.","Problema tecnico: Questo metodo di pagamento non é disponibile in questo momento."
"Customweb_UnzerCw::Test","Test"
"Customweb_UnzerCw::Test Mode","Test Mode"
"Customweb_UnzerCw::Test Transaction","Test per la transazione"
"Customweb_UnzerCw::The HMAC key as defined in the live backoffice of Unzer. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of Unzer. You may need generate the HMAC key. Please take a look at the manual how to do this."
"Customweb_UnzerCw::The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","Lo schema mandato SEPA non contiene il tag '!tag' necessario."
"Customweb_UnzerCw::The alias could not be found.","L'alias non é stato trovato."
"Customweb_UnzerCw::The alias has been deleted.","L'alias é stato cancellato."
"Customweb_UnzerCw::The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conductet with error code: !code, and reason: !reason:"
"Customweb_UnzerCw::The amount could not be verified.","The amount could not be verified."
"Customweb_UnzerCw::The amount of !amount is authorized.","La quantità di !amount é autorizzata."
"Customweb_UnzerCw::The amount of !amount is captured.","La quantità di !amount é registrata."
"Customweb_UnzerCw::The authorization method '!method' is not supported.","Il metodo autorizzazione '!method' non é supportato."
"Customweb_UnzerCw::The authorization was not successful","The authorization was not successful"
"Customweb_UnzerCw::The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"Customweb_UnzerCw::The brand with external name '!key' was not present in the map.","Il marchio con il nome esterno '!key' non era presente nella mappa."
"Customweb_UnzerCw::The brand with key '!key' was not found in the card information map.","Il marchio con la chiave !key' non é stata trovata nella mappa dati della carta."
"Customweb_UnzerCw::The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"Customweb_UnzerCw::The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","La quantità da registrare (!captureAmount) non può essere superiore all'importo autorizzato (!authorizedAmount)."
"Customweb_UnzerCw::The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","Il prodotto registrato con SKU '@sku' a una quantità (@amountItem) superiore rispetto al prodotto originale (@amountOriginal)."
"Customweb_UnzerCw::The capture item with SKU '@sku' is not present in the original order.","Il prodotto registrato con SKU '@sku' non é presente nell'ordine originale."
"Customweb_UnzerCw::The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"Customweb_UnzerCw::The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?"
"Customweb_UnzerCw::The configuration has been saved.","La configurazione é stata salvata."
"Customweb_UnzerCw::The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","La classe del controllore '@controller' non fornisce alcun metodo con annotazione 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod'   e un valido output."
"Customweb_UnzerCw::The customer does not finish the payment with in the timeout.","Il cliente non completa il pagamento entro il tempo stabilito."
"Customweb_UnzerCw::The date of birth is required.","È richiesta la data di nascita."
"Customweb_UnzerCw::The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","Il formato previsto é '!format' dove per 'MM' si intende il numero del mese e 'YY' il numero dell'anno."
"Customweb_UnzerCw::The gender is required.","Il sesso deve essere specificato."
"Customweb_UnzerCw::The given CVC code has the wrong length.","Il dato codice CVC ha la lunghezza sbagliata."
"Customweb_UnzerCw::The given card number has an invalid check sum.","Il numero della carta fornito ha un checksum non valido."
"Customweb_UnzerCw::The given card number has an invalid length.","Il numero della carta fornito ha una lunghezza non valida."
"Customweb_UnzerCw::The given hmac key is empty.","The given hmac key is empty."
"Customweb_UnzerCw::The given identifier is empty.","The given identifier is empty."
"Customweb_UnzerCw::The given password is empty.","The given password is empty."
"Customweb_UnzerCw::The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a nummeric value with length of two."
"Customweb_UnzerCw::The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a nummeric value with length of two."
"Customweb_UnzerCw::The given site number is empty.","The given site number is empty."
"Customweb_UnzerCw::The identifier as defined in the backoffice of Unzer.","The identifier as defined in the backoffice of Unzer."
"Customweb_UnzerCw::The interest rate in percent that you enter here will be applied onto the instalment. The rate must be above the amount that you have agreed up on with Unzer.","The interest rate in percent that you enter here will be applied onto the instalment. The rate must be above the amount that you have agreed up on with Unzer."
"Customweb_UnzerCw::The invoice could not be captured and processed by","Il conto non può essere contabilizzato o trattato da Unzer."
"Customweb_UnzerCw::The invoice could not be captured and processed. Reason:","La fattura non può essere registrata e processata. Causa:"
"Customweb_UnzerCw::The invoice could not be found.","La fattura non é stato trovata."
"Customweb_UnzerCw::The invoice has been changed.","La fattura é stata cambiata."
"Customweb_UnzerCw::The invoice no longer exists.","La fattura non esiste più."
"Customweb_UnzerCw::The layout does not contain the tag '!layout_tag'.","Il layout non contiene il tag '!layout_tag'."
"Customweb_UnzerCw::The next update execution date indicates when the next cron is run to update the transaction state.","La data del prossimo aggiornamento indica quando il prossimo cron é lanciato per aggiornare lo stato della transazione."
"Customweb_UnzerCw::The order is not fully completed. Please contact the store owner.","Il pagamento non ha potuto andare a buon fine."
"Customweb_UnzerCw::The payment form will be displayed after submitting the order.","Il formulario di pagamento sarà mostrato dopo aver effettuato l'ordine."
"Customweb_UnzerCw::The payment has been accepted.","Il pagamento é stato accettato."
"Customweb_UnzerCw::The payment has been denied.","Il pagamento é stato rifiutato."
"Customweb_UnzerCw::The payment method !paymentMethodName does not support the currency '!currency'.","ll metodo di pagamento !paymentMethodName non supporta la moneta '!currency'."
"Customweb_UnzerCw::The payment method !paymentMethodName is not available in your country ('!country').","Il metodo di pagamento !paymentMethodName non è disponibile nel tuo paese ('!country')."
"Customweb_UnzerCw::The payment update has been made.","L'aggiornamento del pagamento é stato fatto."
"Customweb_UnzerCw::The provided signature does not match with the one calculated.","La firma fornita non corrisponde a quella calcolata."
"Customweb_UnzerCw::The rang (PBX_RANG) as defined in the live backoffice of Unzer. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of Unzer. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit."
"Customweb_UnzerCw::The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","Il prodotto rimborsato con SKU '@sku' ha una quantità (@amountItem) superiore rispetto al prodotto originale (@amountOriginal)."
"Customweb_UnzerCw::The refund item with SKU '@sku' is not present in the original order.","Il prodotto rimborsato con SKU '@sku' non é presente nell'ordine originale."
"Customweb_UnzerCw::The refunding could not be conducted. Error code: !error.","The refunding could not be conducted. Error code: !error."
"Customweb_UnzerCw::The shopping cart has been altered!","Il carrello é stato modificato!"
"Customweb_UnzerCw::The signature could not be verified.","The signature could not be verified."
"Customweb_UnzerCw::The site id (PBX_RANG) as defined in the backoffice of Unzer.","The site id (PBX_RANG) as defined in the backoffice of Unzer."
"Customweb_UnzerCw::The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","L'importo totale rimborsato (!totalRefundedAmount) non può essere superiore all'importo acquisito (!capturedAmount)."
"Customweb_UnzerCw::The transaction cannot be cancelled online.","Impossibile cancellare la transazione online."
"Customweb_UnzerCw::The transaction cannot be captured online.","Impossibile registrare la transazione online."
"Customweb_UnzerCw::The transaction cannot be refunded online.","Impossibile rimborsare la transazione online."
"Customweb_UnzerCw::The transaction failed for an unknown reason.","The transaction failed for an unknown reason."
"Customweb_UnzerCw::The transaction failed for an unkown reason.","The transaction failed for an unkown reason."
"Customweb_UnzerCw::The transaction failed with error code !code.","The transaction failed with error code !code."
"Customweb_UnzerCw::The transaction is only executed in the test system. The goods should not be delivered.","La transazione viene eseguita solo nel sistema di test. Le merci non devono essere consegnate."
"Customweb_UnzerCw::The transaction is pending.","The transaction is pending."
"Customweb_UnzerCw::The transaction was cancelled.","The transaction was cancelled."
"Customweb_UnzerCw::The uncertain transaction was accepted.","La transazione non garantita è stata accettata."
"Customweb_UnzerCw::The uncertain transaction was finally declined.","La transazione non garantita è stata infine respinta."
"Customweb_UnzerCw::The value for '@label' must be set in the configuration.","The value for '@label' must be set in the configuration."
"Customweb_UnzerCw::The whole transaction is cancelled.","L'intera transazione é stata annullata."
"Customweb_UnzerCw::There has been a problem during the processing of your payment.","C'é stato un problema durante l'elaborazione del tuo pagamento."
"Customweb_UnzerCw::There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","Si é verificato un problema durante l'elaborazione del pagamento. Si prega di contattare il proprietario del negozio per assicurarsi che il vostro ordine sia stato effettuato con successo."
"Customweb_UnzerCw::There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","Si é verificato un problema con la tua licenza. Ti preghiamo di contattarci (www.sellxed.com/support). Reason: %1"
"Customweb_UnzerCw::There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","C'é un problema con la tua licenza. Contattaci (www.sellxed.com/support). Causa : %s"
"Customweb_UnzerCw::There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Questo indirizzo email é già registrato. Effettua il login o inserisci un nuovo indirizzo email per creare un account."
"Customweb_UnzerCw::There seems to be a problem with the Unzer module.","Sembra esserci un problema con il modulo Unzer."
"Customweb_UnzerCw::There was an error validating the login and password.","C'è stato un errore durante la convalida del login e password."
"Customweb_UnzerCw::This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Questo account non é confermato. <a href=""%s"">Clicca qui</a> per rimandare l'email di conferma."
"Customweb_UnzerCw::This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed.","This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed."
"Customweb_UnzerCw::This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Unzer account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Unzer account."
"Customweb_UnzerCw::This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page."
"Customweb_UnzerCw::This status is set, when the payment was successfull and it is authorized.","This status is set, when the payment was successfull and it is authorized."
"Customweb_UnzerCw::This transaction is already closed for further captures.","Questa transazione é già chiusa."
"Customweb_UnzerCw::This transaction is already closed for further refunds.","Questa transazione é stata chiusa e non sono più possibili rimborsi."
"Customweb_UnzerCw::This transaction no longer exists.","La transazione non esiste più."
"Customweb_UnzerCw::Timeout for pending payments (min)","Timeout per i pagamenti in sospeso"
"Customweb_UnzerCw::Titel","Titolo"
"Customweb_UnzerCw::Title","Title"
"Customweb_UnzerCw::Title of the payment method","Nome del metodo di pagamento"
"Customweb_UnzerCw::Total","Totale"
"Customweb_UnzerCw::Total Shipping Charges","Totale spese di trasporto"
"Customweb_UnzerCw::Track order history","Traccia lo storico dell'ordine"
"Customweb_UnzerCw::Transaction","tbcl_unzercw_transaction_view"
"Customweb_UnzerCw::Transaction Authorized","Transazione autorizzata"
"Customweb_UnzerCw::Transaction Cancelled","Transazione annullata"
"Customweb_UnzerCw::Transaction Captured","Transazione registrata"
"Customweb_UnzerCw::Transaction History","Storico della transazione"
"Customweb_UnzerCw::Transaction Id","Transaction ID"
"Customweb_UnzerCw::Transaction Paid","La transazione é stata pagata"
"Customweb_UnzerCw::Transaction Uncertain","Transazione incerta"
"Customweb_UnzerCw::Transaction Updates","Transaction Updates"
"Customweb_UnzerCw::Transaction cancelled successfully","La transazione é stata annullata con successo."
"Customweb_UnzerCw::Transaction captured successfully","Transazione registrata con successo"
"Customweb_UnzerCw::Transaction history","Sintesi delle transazioni"
"Customweb_UnzerCw::Transaction in state partial capture.","Transaction in state partial capture."
"Customweb_UnzerCw::Transaction is in state partial capture.","Transaction is in state partial capture."
"Customweb_UnzerCw::Transaction should be manually reviewed due to a received chargeback.","Transaction should be manually reviewed due to a received chargeback."
"Customweb_UnzerCw::Transaction should be manually reviewed.","Transaction should be manually reviewed."
