"Customweb_UnzerCw::!label (Live)","!label (Live)"
"Customweb_UnzerCw::Please enter here the account holder name on the card.","Please enter here the account holder name on the card."
"Customweb_UnzerCw::Please enter here the account holder name.","Please enter here the account holder name."
"Customweb_UnzerCw::Please enter here the account number of your bank account.","Please enter here the International Bank Account Number (IBAN)."
"Customweb_UnzerCw::Please enter here the bank code of your bank.","Please enter here the bank code of your bank"
"Customweb_UnzerCw::Please enter here the card holder name on the card.","Please enter the card holder's name."
"Customweb_UnzerCw::Please enter here the commercial number of your company.","Please enter the commercial number of your company."
"Customweb_UnzerCw::Please enter here the name of the account owner.","Please enter the name of the account owner"
"Customweb_UnzerCw::Please enter here the number on your card.","Please enter your card number."
"Customweb_UnzerCw::Please enter here the sales tax number of your company.","Please enter here the sales tax number of your company."
"Customweb_UnzerCw::Please enter here your social security number.","Please enter your social security number."
"Customweb_UnzerCw::Please enter the location of your bank.","Please enter the location of your bank."
"Customweb_UnzerCw::Please enter the name of your bank.","Please enter the name of your bank."
"Customweb_UnzerCw::Please enter your IBAN number.","Please enter your IBAN number."
"Customweb_UnzerCw::Please enter your issue number, if there is no CVC code on your card.","Please enter your issue number, if there is no CVC code on your card."
"Customweb_UnzerCw::Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Customweb_UnzerCw::Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Please empty or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support"
"Customweb_UnzerCw::Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Customweb_UnzerCw::Please log in below:","Please log in below:"
"Customweb_UnzerCw::Please pay the amount of !amount using the following bank data:<br/><b>Descriptor:</b> !descriptor<br/><b>Account Holder:</b> !holder<br/><b>IBAN:</b> !iban<br/><b>BIC:</b> !bic<br/>","Please pay the amount of !amount using the following bank data:<br/><b>Descriptor:</b> !descriptor<br/><b>Account Holder:</b> !holder<br/><b>IBAN:</b> !iban<br/><b>BIC:</b> !bic<br/>"
"Customweb_UnzerCw::Please select","Please select"
"Customweb_UnzerCw::Please select a shipping method before sending the order.","Please select a shipping method before sending the order."
"Customweb_UnzerCw::Please select the Bank Identifier Code (BIC) of your bank.","Please select the Bank Identifier Code (BIC) of your bank."
"Customweb_UnzerCw::Please select the day of your birth.","Please select the day of your birth."
"Customweb_UnzerCw::Please select the expiry month on your card.","You have to enter the month of the card expiry"
"Customweb_UnzerCw::Please select the expiry year on your card.","Please select your card's year of expiry."
"Customweb_UnzerCw::Please select the month of your birth.","Please select the month of your birth."
"Customweb_UnzerCw::Please select the the year of your birth.","Please select the the year of your birth."
"Customweb_UnzerCw::Please wait, processing your order...","Please wait, processing your order..."
"Customweb_UnzerCw::Price","Price"
"Customweb_UnzerCw::Private Key","Private Key"
"Customweb_UnzerCw::Private Key (Live)","Private Key (Live)"
"Customweb_UnzerCw::Private Key (Test)","Private Key (Test)"
"Customweb_UnzerCw::Private Key for live requests, provided by Unzer.","This is the private Key for live requests, provided by Unzer."
"Customweb_UnzerCw::Private Key for test requests, provided by Unzer.","This is the private Key for test requests, provided by Unzer."
"Customweb_UnzerCw::Processed partial cancel on authorize for amount @amount with id @id.","Processed partial cancel on authorize for amount @amount with id @id."
"Customweb_UnzerCw::Processing metadata failed","Processing metadata failed"
"Customweb_UnzerCw::Processing shipment failed","Processing shipment failed"
"Customweb_UnzerCw::Processing type failed","Processing type failed"
"Customweb_UnzerCw::Product","Product"
"Customweb_UnzerCw::Product Name","Product name"
"Customweb_UnzerCw::Public Key","Public Key"
"Customweb_UnzerCw::Public Key (Live)","Public Key (Live)"
"Customweb_UnzerCw::Public Key (Test)","Public Key (Test)"
"Customweb_UnzerCw::Public Key for live requests, provided by Unzer.","This is the public Key for live requests, provided by Unzer."
"Customweb_UnzerCw::Public Key for test requests, provided by Unzer.","This is the public Key for test requests, provided by Unzer."
"Customweb_UnzerCw::Purchase Point","Point of Purchase"
"Customweb_UnzerCw::Qty","Qty"
"Customweb_UnzerCw::Recurring Payments","Recurring Payments"
"Customweb_UnzerCw::Refund Amount","Refunded amount"
"Customweb_UnzerCw::Refund ID","Refund ID"
"Customweb_UnzerCw::Refund amount","Refunded amount"
"Customweb_UnzerCw::Refund could not be completely processed, rest amount open: @amount","The refund could not be completely processed; remaining amount open: @amount"
"Customweb_UnzerCw::Refund information","Refund information"
"Customweb_UnzerCw::Refund status","Refund status"
"Customweb_UnzerCw::Refunded Amount","Refunded amount"
"Customweb_UnzerCw::Refunded amount (@refunded) does not equal canceled amount (@canceled). Please check in your Unzer backend.","The refunded amount (@refunded) does not equal to the canceled amount (@canceled). Please check it in your Unzer backend."
"Customweb_UnzerCw::Refunds","Credit Memo"
"Customweb_UnzerCw::Register","Register"
"Customweb_UnzerCw::Register to Create an Account","Register to create an account"
"Customweb_UnzerCw::Register with us for future convenience:","Register with us for future convenience:"
"Customweb_UnzerCw::Release Date","Release Date"
"Customweb_UnzerCw::Request was succesfull, but no recurring alias could be created.","The request was succesfull, but no recurring alias could be created."
"Customweb_UnzerCw::Rest has been cancelled.","Rest has been cancelled."
"Customweb_UnzerCw::Review","Review"
"Customweb_UnzerCw::Rounding Adjustment","Rounding Adjustments"
"Customweb_UnzerCw::Row Total","Row Total"
"Customweb_UnzerCw::SEPA Mandate ID","SEPA Mandate ID"
"Customweb_UnzerCw::SKU:","SKU:"
"Customweb_UnzerCw::Sales","Sales"
"Customweb_UnzerCw::Sales Tax Number","Sales Tax Number"
"Customweb_UnzerCw::Salutation","Salutation"
"Customweb_UnzerCw::Save","Save"
"Customweb_UnzerCw::Saved cards:","Saved cards:"
"Customweb_UnzerCw::See order and shipping status","See order and shipping status"
"Customweb_UnzerCw::Select Brand","Select card brand"
"Customweb_UnzerCw::Select Method","Select Method"
"Customweb_UnzerCw::Select plan","Select plan"
"Customweb_UnzerCw::Select the authorization method to use for processing this payment method.","Select the authorisation method to use in order to process this payment method. (Please be aware that the hidden mode for credit cards (if available) requires additional PCI certification requirements. Contact Unzer for additional information)."
"Customweb_UnzerCw::Select the date of your birth.","Select your date of birth."
"Customweb_UnzerCw::Select the date on which your card expires.","Select the expiry date of your card."
"Customweb_UnzerCw::Sellxed On Hold","Sellxed On Hold"
"Customweb_UnzerCw::Send Basket","Send Basket"
"Customweb_UnzerCw::Send Customer","Send Customer"
"Customweb_UnzerCw::Send Invoice Email","Send Invoice Email"
"Customweb_UnzerCw::Send amounts to Unzer in base currency.","Send amounts to Unzer in base currency."
"Customweb_UnzerCw::Send amounts to Unzer in store's base currency.","Send amounts to Unzer in store's base currency."
"Customweb_UnzerCw::Send invoice email","Send invoice email"
"Customweb_UnzerCw::Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Customweb_UnzerCw::Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","With 'direct capturing' the the customer is debited directly after completion of payment. In the case of 'deferred capturing' the amount is debited at a moment defined by you."
"Customweb_UnzerCw::Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Customweb_UnzerCw::Settlement after order","Settlement after order"
"Customweb_UnzerCw::Setup","Setup"
"Customweb_UnzerCw::Shipment created over @amount.","Shipment created over @amount."
"Customweb_UnzerCw::Shipment request has been processed.","The shipment request has been processed."
"Customweb_UnzerCw::Shipping & Handling","Shipping & Handling"
"Customweb_UnzerCw::Shipping Address","Delivery address"
"Customweb_UnzerCw::Shipping Amount","Shipping Amount"
"Customweb_UnzerCw::Shipping Information","Shipping Information"
"Customweb_UnzerCw::Shipping Method","Shipping Method"
"Customweb_UnzerCw::Shipping Methods","Shipping Methods"
"Customweb_UnzerCw::Shipping Refund","Shipping Refund"
"Customweb_UnzerCw::Shop","Shop"
"Customweb_UnzerCw::Short Installation Instructions:","Short Installation Instructions:"
"Customweb_UnzerCw::Should customer data be transmitted to Unzer? This slightly increases the processing time due to an additional request, but may allow e.g. saving the payment method to the customer.","Should customer data be transmitted to Unzer? This slightly increases the processing time due to an additional request, but may allow e.g. saving the payment method to the customer."
"Customweb_UnzerCw::Should the amount be captured automatically after the order (Direct Charge) or should the amount only be reserved (Authorize)?","Should the amount be captured automatically after the order (Direct Charge) or should the amount only be reserved (Authorize)?"
"Customweb_UnzerCw::Should the amount be captured automatically after the order (Direkte Belastung) or should the amount only be reserved (Authorize)?","Should the amount be captured automatically after the order (Direkte Belastung) or should the amount only be reserved (Authorize)?"
"Customweb_UnzerCw::Should the invoice items be transmitted to Unzer? This slightly increases the processing time due to an additional request, and may cause issues for certain quantity / price combinations.","Should the invoice items be transmitted to Unzer? This slightly increases the processing time due to an additional request, and may cause issues for certain quantity / price combinations."
"Customweb_UnzerCw::Show","Show"
"Customweb_UnzerCw::Show Account Selection","Show Account Selection"
"Customweb_UnzerCw::Show Further Settings and Information","Show further settings and information"
"Customweb_UnzerCw::Show Image","Show Image"
"Customweb_UnzerCw::Show Payment Id","Show Payment ID"
"Customweb_UnzerCw::Show the payment id","Show the payment ID"
"Customweb_UnzerCw::Show the payment id in the order information","Show the payment ID in the order information."
"Customweb_UnzerCw::Show the payment image","Show the payment image"
"Customweb_UnzerCw::Show the payment image on the checkout page","Show the payment image on the checkout page"
"Customweb_UnzerCw::Sign In","Sign In"
"Customweb_UnzerCw::Social Security Number","Social Security Number"
"Customweb_UnzerCw::Sort Order","Sort Order"
"Customweb_UnzerCw::Status","State"
"Customweb_UnzerCw::Store the payment details","Store the payment details"
"Customweb_UnzerCw::Stored payment details","Stored payment details"
"Customweb_UnzerCw::Submit Order","Submit Order"
"Customweb_UnzerCw::Submitting order information...","Submitting order information..."
"Customweb_UnzerCw::Subtotal","Subtotal"
"Customweb_UnzerCw::Success","Successful"
"Customweb_UnzerCw::Successful","Successful"
"Customweb_UnzerCw::Successful online refund of amount","Successful online refund of amount"
"Customweb_UnzerCw::Successful payment authorization.","Successful payment authorization"
"Customweb_UnzerCw::Successfull online refund of amount","Successful online refund of amount"
"Customweb_UnzerCw::Support","Support"
"Customweb_UnzerCw::Tax Amount","Tax Amount"
"Customweb_UnzerCw::Technical issue: This payment methods is not available at the moment.","Technical issue: This payment method is not available at the moment."
"Customweb_UnzerCw::Test","Test"
"Customweb_UnzerCw::Test Mode","Test Mode"
"Customweb_UnzerCw::Test Transaction","Test Transaction"
"Customweb_UnzerCw::The HMAC key as defined in the live backoffice of Unzer. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of Unzer. You may need generate the HMAC key. Please take a look at the manual how to do this."
"Customweb_UnzerCw::The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","The SEPA mandate schema does not contain the tag '!tag'. This tag is required."
"Customweb_UnzerCw::The alias could not be found.","The alias could not be found."
"Customweb_UnzerCw::The alias has been deleted.","The alias has been deleted."
"Customweb_UnzerCw::The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conducted with error code: !code, and reason: !reason:"
"Customweb_UnzerCw::The amount could not be verified.","The amount could not be verified."
"Customweb_UnzerCw::The amount of !amount is authorized.","The amount of !amount is authorized."
"Customweb_UnzerCw::The amount of !amount is captured.","The amount of !amount is captured."
"Customweb_UnzerCw::The authorization method '!method' is not supported.","The authorization method '!method' is not supported."
"Customweb_UnzerCw::The authorization was not successful","Authorization error. Authorization not successful."
"Customweb_UnzerCw::The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"Customweb_UnzerCw::The brand with external name '!key' was not present in the map.","The brand with external name '!key' was not present in the map."
"Customweb_UnzerCw::The brand with key '!key' was not found in the card information map.","The brand with key '!key' was not found in the card information map."
"Customweb_UnzerCw::The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"Customweb_UnzerCw::The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount)."
"Customweb_UnzerCw::The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) than the original item (@amountOriginal)."
"Customweb_UnzerCw::The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"Customweb_UnzerCw::The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"Customweb_UnzerCw::The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown should the brand selection using images."
"Customweb_UnzerCw::The configuration has been saved.","The configuration has been saved."
"Customweb_UnzerCw::The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with the annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"Customweb_UnzerCw::The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"Customweb_UnzerCw::The date of birth is required.","The date of birth is required."
"Customweb_UnzerCw::The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","The expected format is '!format' where the 'MM' means the month in two digits and 'YY' the year in two digits."
"Customweb_UnzerCw::The gender is required.","The gender is required."
"Customweb_UnzerCw::The given CVC code has the wrong length.","The given CVC code has the wrong length."
"Customweb_UnzerCw::The given card number has an invalid check sum.","The given card number has an invalid check sum."
"Customweb_UnzerCw::The given card number has an invalid length.","The given card number has an invalid length."
"Customweb_UnzerCw::The given hmac key is empty.","No HMAC key entered."
"Customweb_UnzerCw::The given identifier is empty.","The given identifier is empty."
"Customweb_UnzerCw::The given password is empty.","No password entered."
"Customweb_UnzerCw::The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a numeric value with length of two."
"Customweb_UnzerCw::The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a numeric value with length of two."
"Customweb_UnzerCw::The given site number is empty.","The given site number is empty."
"Customweb_UnzerCw::The identifier as defined in the backoffice of Unzer.","The identifier as defined in the backoffice of Unzer."
"Customweb_UnzerCw::The interest rate in percent that you enter here will be applied onto the instalment. The rate must be above the amount that you have agreed up on with Unzer.","The interest rate in percent that you enter here will be applied onto the instalment. The rate must be above the amount that you have agreed up on with Unzer."
"Customweb_UnzerCw::The invoice could not be captured and processed by","The invoice could not be captured and processed by Unzer."
"Customweb_UnzerCw::The invoice could not be captured and processed. Reason:","The invoice could not be captured and processed. Reason: !reason"
"Customweb_UnzerCw::The invoice could not be found.","The invoice could not be found."
"Customweb_UnzerCw::The invoice has been changed.","The invoice has been changed."
"Customweb_UnzerCw::The invoice no longer exists.","The invoice no longer exists."
"Customweb_UnzerCw::The layout does not contain the tag '!layout_tag'.","The layout does not contain the tag '!layout_tag'."
"Customweb_UnzerCw::The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"Customweb_UnzerCw::The order is not fully completed. Please contact the store owner.","The payment could not be conducted."
"Customweb_UnzerCw::The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"Customweb_UnzerCw::The payment has been accepted.","The payment has been accepted."
"Customweb_UnzerCw::The payment has been denied.","The payment has been denied."
"Customweb_UnzerCw::The payment method !paymentMethodName does not support the currency '!currency'.","The payment method !paymentMethodName does not support the currency '!currency'."
"Customweb_UnzerCw::The payment method !paymentMethodName is not available in your country ('!country').","The payment method !paymentMethodName is not available in your country ('!country')."
"Customweb_UnzerCw::The payment update has been made.","The payment update has been completed."
"Customweb_UnzerCw::The provided signature does not match with the one calculated.","The provided signature does not match the one calculated."
"Customweb_UnzerCw::The rang (PBX_RANG) as defined in the live backoffice of Unzer. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of Unzer. It must be nummeric value with length two. In the back office it may be displayed as a three char value. You must truncate the first digit."
"Customweb_UnzerCw::The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"Customweb_UnzerCw::The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"Customweb_UnzerCw::The refunding could not be conducted. Error code: !error.","The refund could not be conducted. Error code: !error."
"Customweb_UnzerCw::The shopping cart has been altered!","The shopping cart has been altered!"
"Customweb_UnzerCw::The signature could not be verified.","The signature could not be verified."
"Customweb_UnzerCw::The site id (PBX_RANG) as defined in the backoffice of Unzer.","The Site ID (PBX_RANG) as defined in the back office of Unzer."
"Customweb_UnzerCw::The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount)."
"Customweb_UnzerCw::The transaction cannot be cancelled online.","The transaction cannot be cancelled online."
"Customweb_UnzerCw::The transaction cannot be captured online.","The transaction cannot be captured online."
"Customweb_UnzerCw::The transaction cannot be refunded online.","The transaction cannot be refunded online."
"Customweb_UnzerCw::The transaction failed for an unknown reason.","The transaction failed for an unknown reason."
"Customweb_UnzerCw::The transaction failed for an unkown reason.","The transaction failed for an unkown reason."
"Customweb_UnzerCw::The transaction failed with error code !code.","The transaction failed with error code: !code"
"Customweb_UnzerCw::The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"Customweb_UnzerCw::The transaction is pending.","The transaction is pending."
"Customweb_UnzerCw::The transaction was cancelled.","The transaction was cancelled."
"Customweb_UnzerCw::The uncertain transaction was accepted.","The uncertain transaction was accepted."
"Customweb_UnzerCw::The uncertain transaction was finally declined.","The uncertain transaction was finally declined."
"Customweb_UnzerCw::The value for '@label' must be set in the configuration.","The value for '@label' must be set in the configuration."
"Customweb_UnzerCw::The whole transaction is cancelled.","The entire transaction has been cancelled."
"Customweb_UnzerCw::There has been a problem during the processing of your payment.","There has been a problem during the processing of your payment."
"Customweb_UnzerCw::There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully."
"Customweb_UnzerCw::There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1"
"Customweb_UnzerCw::There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"Customweb_UnzerCw::There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"Customweb_UnzerCw::There seems to be a problem with the Unzer module.","There seems to be a problem with the Unzer module."
"Customweb_UnzerCw::There was an error validating the login and password.","There was an error validating the login and password."
"Customweb_UnzerCw::This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend the confirmation email."
"Customweb_UnzerCw::This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed.","This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed."
"Customweb_UnzerCw::This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Unzer account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Unzer account."
"Customweb_UnzerCw::This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate/deactivate the 3D Secure check. Please check with PayBox if you are allowed to deactivate the 3D Secure check. This setting only has an effect if you use the payment page."
"Customweb_UnzerCw::This status is set, when the payment was successfull and it is authorized.","This status is set when the payment was successful and it is authorised."
"Customweb_UnzerCw::This transaction is already closed for further captures.","This transaction is already closed for further captures"
"Customweb_UnzerCw::This transaction is already closed for further refunds.","This transaction has been closed for further refunds."
"Customweb_UnzerCw::This transaction no longer exists.","This transaction no longer exists."
"Customweb_UnzerCw::Timeout for pending payments (min)","Time-out for pending payments (in min)."
"Customweb_UnzerCw::Titel","Title"
"Customweb_UnzerCw::Title","Title"
"Customweb_UnzerCw::Title of the payment method","Name of the payment method"
"Customweb_UnzerCw::Total","Total"
"Customweb_UnzerCw::Total Shipping Charges","Total shipping charges"
"Customweb_UnzerCw::Track order history","Track order history"
"Customweb_UnzerCw::Transaction","Transaction"
"Customweb_UnzerCw::Transaction Authorized","Transaction authorised"
"Customweb_UnzerCw::Transaction Cancelled","Transaction cancelled"
"Customweb_UnzerCw::Transaction Captured","Transaction captured"
"Customweb_UnzerCw::Transaction History","Transaction History"
"Customweb_UnzerCw::Transaction Id","Transaction ID"
"Customweb_UnzerCw::Transaction Paid","Transaction paid"
"Customweb_UnzerCw::Transaction Uncertain","Transaction uncertain"
"Customweb_UnzerCw::Transaction Updates","Transaction Updates"
"Customweb_UnzerCw::Transaction cancelled successfully","Transaction cancelled successfully"
"Customweb_UnzerCw::Transaction captured successfully","Transaction captured successfully"
"Customweb_UnzerCw::Transaction history","Transaction History"
"Customweb_UnzerCw::Transaction in state partial capture.","The transaction in state partial capture."
"Customweb_UnzerCw::Transaction is in state partial capture.","Transaction is in state partial capture."
"Customweb_UnzerCw::Transaction should be manually reviewed due to a received chargeback.","The transaction should be manually reviewed due to a received chargeback."
"Customweb_UnzerCw::Transaction should be manually reviewed.","The transaction should be manually reviewed."
"Customweb_UnzerCw::Transaction was authorized over the deferred authorization mechanism.","Transaction was authorized over the deferred authorization mechanism."
"Customweb_UnzerCw::Transaction was authorized, but is already failed in store.","The transaction was authorized, but is already failed in store."
"Customweb_UnzerCw::Transaction was cancelled or refunded, but status change cannot be reflected in store.","Transaction was cancelled or refunded, but status change cannot be reflected in store."
"Customweb_UnzerCw::Transaction was cancelled, but is already authorized in store.","The transaction was cancelled, but is already authorized in store."
"Customweb_UnzerCw::Transaction was captured in Unzer, but cannot be captured in store.","The transaction was captured in Unzer, but cannot be captured in store."
"Customweb_UnzerCw::Transactions","Transactions"
"Customweb_UnzerCw::Unable to process form data: '@inner'.","Unable to process form data: '@inner'."
"Customweb_UnzerCw::Unable to save the invoice.","Unable to save the invoice."
"Customweb_UnzerCw::Uncertain Status","Uncertain status"
"Customweb_UnzerCw::Uncertain transactions","Uncertain transactions"
"Customweb_UnzerCw::Unfortunately you cannot continue.","Unfortunately you cannot continue."
"Customweb_UnzerCw::Unless you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","Unless you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"Customweb_UnzerCw::Update","Update"
"Customweb_UnzerCw::Update Qty's","Adjust Quantity"
"Customweb_UnzerCw::Update interval for payments","Update interval for payments"
"Customweb_UnzerCw::Use Base Currency","Use Base Currency"
"Customweb_UnzerCw::Use Default","Use Default"
"Customweb_UnzerCw::Use base currency","Use base currency"
"Customweb_UnzerCw::VISA","VISA"
"Customweb_UnzerCw::Validation","Validation"
"Customweb_UnzerCw::Value for '@name' must be set.","The value for '@name' must be set."
"Customweb_UnzerCw::Version","Version"
"Customweb_UnzerCw::View","View"
"Customweb_UnzerCw::Wait On Success Page","Wait On Success Page"
"Customweb_UnzerCw::We cannot get the transaction instance.","We can not establish a transaction."
"Customweb_UnzerCw::We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the Unzer plugin."
"Customweb_UnzerCw::When the store is not available (network outage, server failure or any other outage), when the feedback of Unzer is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of Unzer is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"Customweb_UnzerCw::When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","When using an external checkout, the customer can either be asked to choose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in Magento."
"Customweb_UnzerCw::Wide (label from Unzer)","Wide (label from Unzer)"
"Customweb_UnzerCw::Year","Year"
"Customweb_UnzerCw::Yes","Yes"
"Customweb_UnzerCw::Yes, use images for the brand selection.","Yes, use images for the brand selection."
"Customweb_UnzerCw::You can allow the customers to manage/delete their aliases in the their account.","You can allow the customers to manage/delete their aliases in their account."
"Customweb_UnzerCw::You can decide on the order status new orders should have after they are processed successfully.","You can specify the order status for new orders that have been processed successfully."
"Customweb_UnzerCw::You can decide on the order status new orders should have that have an uncertain authorization status.","You can specify the order status for new orders that have an uncertain authorisation status."
"Customweb_UnzerCw::You can specify the order status for new orders that have an uncertain authorisation status.","You can specify the order status for new orders that have an uncertain authorisation status."
"Customweb_UnzerCw::You can specify the order status for orders that are captured either directly after the order or manually in the backend.","You can specify the order status for orders that are captured either directly after the order or manually in the back-end."
"Customweb_UnzerCw::You can specify the order status when an order is cancelled.","You can specify the order status for cancelled orders."
"Customweb_UnzerCw::You created the order.","You created the order."
"Customweb_UnzerCw::You have no stored aliases.","You have no stored aliases."
"Customweb_UnzerCw::You have to configure the merchant name in the payment method configuration.","You have to configure the merchant name in the payment method configuration."
"Customweb_UnzerCw::You have to enter a card number.","You have to enter a card number."
"Customweb_UnzerCw::You have to enter bank code of your bank.","Enter your bank's bank code."
"Customweb_UnzerCw::You have to enter commercial number of you company.","Please enter the commercial number of your company."
"Customweb_UnzerCw::You have to enter either the CVC code or the issue number of your card.","You have to enter either the CVC code or the issue number of your card."
"Customweb_UnzerCw::You have to enter sales tax number of you company.","You have to enter sales tax number of you company."
"Customweb_UnzerCw::You have to enter sales tax number of your company.","Please enter your company's sales tax number."
"Customweb_UnzerCw::You have to enter the BIC.","You have to enter the BIC of your bank."
"Customweb_UnzerCw::You have to enter the CVC code from your card.","Enter the CVC code from your card"
"Customweb_UnzerCw::You have to enter the IBAN.","You have to enter your IBAN number."
"Customweb_UnzerCw::You have to enter the account holder name on the card.","You have to enter the account holder name on the card."
"Customweb_UnzerCw::You have to enter the account holder name.","You have to enter the account holder name."
"Customweb_UnzerCw::You have to enter the card holder name on the card.","You have to enter the card holder name."
"Customweb_UnzerCw::You have to enter the location of your bank.","Please enter the location of your bank."
"Customweb_UnzerCw::You have to enter the name of the account owner.","Please enter the name of the account owner"
"Customweb_UnzerCw::You have to enter the name of your bank.","You have to enter the name of your bank."
"Customweb_UnzerCw::You have to enter your IBAN Number.","You have to enter your IBAN number."
"Customweb_UnzerCw::You have to enter your bank account number.","Please enter here the International Bank Account Number (IBAN)."
"Customweb_UnzerCw::You have to enter your social security number.","Please enter your social security number."
"Customweb_UnzerCw::You may choose one of the cards you paid before on this site.","You may choose from one of the cards previously used on this site."
