"Customweb_UnzerCw::!label (Live)","!label (Live)"
"Customweb_UnzerCw::Order Prefix","Préfixe pour la commande"
"Customweb_UnzerCw::Order Review","Revue de la commande"
"Customweb_UnzerCw::Order Summary","Résumé de la commande"
"Customweb_UnzerCw::Order Total","Total de la commande"
"Customweb_UnzerCw::Order cancelled, because the customer was too long in the payment process of Unzer.","la commande a été annulée, parce que le client était trop long dans le processus de paiement de Unzer"
"Customweb_UnzerCw::Order was placed using %s","Commande a été passée à l'aide de %s"
"Customweb_UnzerCw::OrderId Schema","OrderId Schema"
"Customweb_UnzerCw::Orders","Commandes"
"Customweb_UnzerCw::Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Les commandes où les paiements sont suspendu plus longtemps que le timeout spécifié en minutes seront anullées automatiquement."
"Customweb_UnzerCw::Paid Amount","Montant payé"
"Customweb_UnzerCw::Partial refund not possible. You may retry with the total transaction amount.","Remboursement partiel n'est pas possible. Le montant est supérieur au montant total."
"Customweb_UnzerCw::Password","Mot de passe"
"Customweb_UnzerCw::Password and password confirmation are not equal.","Mot de passe et confirmation du mot de passe ne sont pas pareils."
"Customweb_UnzerCw::Pay with ____paymentMethodName____","Payer avec ____paymentMethodName____"
"Customweb_UnzerCw::Payment","Paiement"
"Customweb_UnzerCw::Payment Failed","Payment Failed"
"Customweb_UnzerCw::Payment ID","ID de paiement"
"Customweb_UnzerCw::Payment Id","Payment ID"
"Customweb_UnzerCw::Payment Information","Conditions de vente"
"Customweb_UnzerCw::Payment Method","Mode de paiement"
"Customweb_UnzerCw::Payment captured successfully.","Paiement a réussi à capturer."
"Customweb_UnzerCw::Payment could not be authorized. Cancelling order. Reason : ","Le paiement ne peut être autorisée. Commande annulée. Raison:"
"Customweb_UnzerCw::Payment details can be entered after placing the order","Détails de paiement peuvent être insérés après avoir placé la commande"
"Customweb_UnzerCw::Payment from Applicable Countries","Paiement des pays applicables"
"Customweb_UnzerCw::Payment from Specific Countries","Paiement des pays spécifiques"
"Customweb_UnzerCw::Payment from applicable countries","Paiement des pays applicables"
"Customweb_UnzerCw::Payment from specific countries","Paiement des pays spécifiques"
"Customweb_UnzerCw::Payment is pending at UnzerCw","Payment en attente chez UnzerCw"
"Customweb_UnzerCw::Payment method description","Déscription du mode de paiement"
"Customweb_UnzerCw::Payment with %s","Paiement avec %s"
"Customweb_UnzerCw::Payment with Unzer","Paiement avec  Unzer"
"Customweb_UnzerCw::PaymentReference Schema","PaymentReference Schema"
"Customweb_UnzerCw::Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","Les paiements peuvent être actualisés automatiquement (interval en minutes) via API (si activé). Pour utiliser ce fonctionnement il faut configurer un cron pour Magento."
"Customweb_UnzerCw::Pending","En attente"
"Customweb_UnzerCw::Pending UnzerCw","UnzerCw En attente"
"Customweb_UnzerCw::Place Order","Soumettre la commande"
"Customweb_UnzerCw::Please agree to all the terms and conditions before placing the order.","Veuillez accepter les conditions générales avant de passer la commande."
"Customweb_UnzerCw::Please check the entered CVC number.","Veuillez vérifier le numéro CVC entré."
"Customweb_UnzerCw::Please check the entered credit card number.","Veuillez vérifier le numéro de carte de crédit indiqué."
"Customweb_UnzerCw::Please check your inputs to ensure all company required fields are present.","Please check your inputs to ensure all company required fields are present."
"Customweb_UnzerCw::Please enter here the Bank Identifier Code (BIC).","Veuillez insérer ici le code d'identification de banque (BIC)."
"Customweb_UnzerCw::Please enter here the CVC code from your card. You find the code on the back of the card.","Insérez le code de sécurité de la carte. Vous le trouverez à l’arrière de la carte"
"Customweb_UnzerCw::Please enter here the International Bank Account Number (IBAN).","Veuillez insérer l'IBAN de votre compte banquaire."
"Customweb_UnzerCw::Please enter here the account holder name on the card.","Veuillez insérer ici le nom du titulaire de la carte."
"Customweb_UnzerCw::Please enter here the account holder name.","Veuillez insérer ici le nom du titulaire du compte."
"Customweb_UnzerCw::Please enter here the account number of your bank account.","Veuillez insérer l'IBAN de votre compte banquaire."
"Customweb_UnzerCw::Please enter here the bank code of your bank.","Veuillez insérer le code de votre banque."
"Customweb_UnzerCw::Please enter here the card holder name on the card.","Veuillez insérer le nom du titulaire de la carte"
"Customweb_UnzerCw::Please enter here the commercial number of your company.","Il faut insérer le numéro de commerce de votre entreprise."
"Customweb_UnzerCw::Please enter here the name of the account owner.","Vous devez insérer le titulaire de compte"
"Customweb_UnzerCw::Please enter here the number on your card.","Veuillez insérer le numéro de carte bancaire."
"Customweb_UnzerCw::Please enter here the sales tax number of your company.","Veuillez insérer ici le numéro de taxe de vente de votre entreprise."
"Customweb_UnzerCw::Please enter here your social security number.","Veuillez insérer votre numéro de sécurité sociale."
"Customweb_UnzerCw::Please enter the location of your bank.","Vous devez insérer le lieu de votre banque."
"Customweb_UnzerCw::Please enter the name of your bank.","Veuillez insérer ici le nom de votre banque."
"Customweb_UnzerCw::Please enter your IBAN number.","Veuillez insérer votre numéro IBAN."
"Customweb_UnzerCw::Please enter your issue number, if there is no CVC code on your card.","Veuillez insérer votre numéro, s'il n'y a pas de code CVC de votre carte."
"Customweb_UnzerCw::Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Veuillez vider ou désactiver votre cache et essayer à nouveau. Si cela n'aide pas à résoudre le problème, veuillez changer la méthode d'autorisation à Payment Page et <a href=""%s"" target=""_blank"">contactez le support sellxed</a>."
"Customweb_UnzerCw::Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Veuillez vider votre cache et essayer à nouveau. Si cela n'aide pas à résoudre le problème, changez la méthode d'autorisation à Payment Page et <a href=""%s"" target=""_blank"">contactez le support sellXed.</a>.', 'http://www.sellxed.com/en/support"
"Customweb_UnzerCw::Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Veuillez vider ou désactiver le cache et veuillez essayer à nouveau. Si cela n'aide pas à résoudre le problème, changez la méthode d'autorisation sur PaymentPage et contactez <a href=""%s"" target=""_blank"">sellxed</a>."
"Customweb_UnzerCw::Please log in below:","Merci de vous identifier:"
"Customweb_UnzerCw::Please pay the amount of !amount using the following bank data:<br/><b>Descriptor:</b> !descriptor<br/><b>Account Holder:</b> !holder<br/><b>IBAN:</b> !iban<br/><b>BIC:</b> !bic<br/>","Please pay the amount of !amount using the following bank data:<br/><b>Descriptor:</b> !descriptor<br/><b>Account Holder:</b> !holder<br/><b>IBAN:</b> !iban<br/><b>BIC:</b> !bic<br/>"
"Customweb_UnzerCw::Please select","Sélectionner s'il vous plaît"
"Customweb_UnzerCw::Please select a shipping method before sending the order.","Sélectionnez un mode de livraison avant d'envoyer la commande."
"Customweb_UnzerCw::Please select the Bank Identifier Code (BIC) of your bank.","Veuillez sélectionner le code d'identification de votre banque. (BIC)"
"Customweb_UnzerCw::Please select the day of your birth.","Veuillez sélectionner le jour de votre naissance."
"Customweb_UnzerCw::Please select the expiry month on your card.","Sélectionnez le mois de l'expiration de votre carte"
"Customweb_UnzerCw::Please select the expiry year on your card.","Veuillez insérer la date d'expiration de la carte."
"Customweb_UnzerCw::Please select the month of your birth.","Veuillez sélectionner le mois de votre date de naissance."
"Customweb_UnzerCw::Please select the the year of your birth.","Veuillez  sélectionner l'année de votre date de naissance."
"Customweb_UnzerCw::Please wait, processing your order...","Veuillez patienter, le traitement de votre commande..."
"Customweb_UnzerCw::Price","Prix"
"Customweb_UnzerCw::Private Key","Private Key"
"Customweb_UnzerCw::Private Key (Live)","Private Key (Live)"
"Customweb_UnzerCw::Private Key (Test)","Private Key (Test)"
"Customweb_UnzerCw::Private Key for live requests, provided by Unzer.","Private Key for live requests, provided by Unzer."
"Customweb_UnzerCw::Private Key for test requests, provided by Unzer.","Private Key for test requests, provided by Unzer."
"Customweb_UnzerCw::Processed partial cancel on authorize for amount @amount with id @id.","Processed partial cancel on authorize for amount @amount with id @id."
"Customweb_UnzerCw::Processing metadata failed","Processing metadata failed"
"Customweb_UnzerCw::Processing shipment failed","Processing shipment failed"
"Customweb_UnzerCw::Processing type failed","Processing type failed"
"Customweb_UnzerCw::Product","Produit"
"Customweb_UnzerCw::Product Name","Nom du produit"
"Customweb_UnzerCw::Public Key","Public Key"
"Customweb_UnzerCw::Public Key (Live)","Public Key (Live)"
"Customweb_UnzerCw::Public Key (Test)","Public Key (Test)"
"Customweb_UnzerCw::Public Key for live requests, provided by Unzer.","Public Key for live requests, provided by Unzer."
"Customweb_UnzerCw::Public Key for test requests, provided by Unzer.","Public Key for test requests, provided by Unzer."
"Customweb_UnzerCw::Purchase Point","Lieu d'achat"
"Customweb_UnzerCw::Qty","Quantité"
"Customweb_UnzerCw::Recurring Payments","Paiements récurrents"
"Customweb_UnzerCw::Refund Amount","Montant du remboursement"
"Customweb_UnzerCw::Refund ID","ID de remboursement"
"Customweb_UnzerCw::Refund amount","Montant du remboursement"
"Customweb_UnzerCw::Refund could not be completely processed, rest amount open: @amount","Refund could not be completely processed, rest amount open: @amount"
"Customweb_UnzerCw::Refund information","Information de remboursement"
"Customweb_UnzerCw::Refund status","Statut de remboursement"
"Customweb_UnzerCw::Refunded Amount","Montant du remboursement"
"Customweb_UnzerCw::Refunded amount (@refunded) does not equal canceled amount (@canceled). Please check in your Unzer backend.","Refunded amount (@refunded) does not equal canceled amount (@canceled). Please check in your Unzer backend."
"Customweb_UnzerCw::Refunds","Remboursements"
"Customweb_UnzerCw::Register","Inscrivez-vous"
"Customweb_UnzerCw::Register to Create an Account","S'inscrire pour créer un compte"
"Customweb_UnzerCw::Register with us for future convenience:","Inscrivez-vous chez nous pour plus de commodité dans l'avenir:"
"Customweb_UnzerCw::Release Date","Date de sortie"
"Customweb_UnzerCw::Request was succesfull, but no recurring alias could be created.","Request was succesfull, but no recurring alias could be created."
"Customweb_UnzerCw::Rest has been cancelled.","Rest has been cancelled."
"Customweb_UnzerCw::Review","Review"
"Customweb_UnzerCw::Rounding Adjustment","Ajustements d'arrondi"
"Customweb_UnzerCw::Row Total","Total de la ligne"
"Customweb_UnzerCw::SEPA Mandate ID","SEPA Mandate ID"
"Customweb_UnzerCw::SKU:","SKU:"
"Customweb_UnzerCw::Sales","Ventes"
"Customweb_UnzerCw::Sales Tax Number","Numéro de taxe de vente"
"Customweb_UnzerCw::Salutation","Salutation"
"Customweb_UnzerCw::Save","Sauvegarder"
"Customweb_UnzerCw::Saved cards:","Cartes enregistrées:"
"Customweb_UnzerCw::See order and shipping status","Voir le statut de la commande et le statut de livraison"
"Customweb_UnzerCw::Select Brand","Sélectionnez le type de la carte"
"Customweb_UnzerCw::Select Method","Sélectionner la méthode"
"Customweb_UnzerCw::Select plan","Select plan"
"Customweb_UnzerCw::Select the authorization method to use for processing this payment method.","Sélectionnez un mode d'autorisation pour le traitement de ce mode de paiement."
"Customweb_UnzerCw::Select the date of your birth.","Veuillez sélectionner votre date de naissance."
"Customweb_UnzerCw::Select the date on which your card expires.","Séléctionnez la date d'expiration de la carte."
"Customweb_UnzerCw::Sellxed On Hold","Sellxed En attente"
"Customweb_UnzerCw::Send Basket","Send Basket"
"Customweb_UnzerCw::Send Customer","Send Customer"
"Customweb_UnzerCw::Send Invoice Email","Envoyer un e-mail avec la facture"
"Customweb_UnzerCw::Send amounts to Unzer in base currency.","Envoyer des montants à  Unzer dans la devise de base."
"Customweb_UnzerCw::Send amounts to Unzer in store's base currency.","Envoyer les montants à Unzer dans la devise de base de la boutique."
"Customweb_UnzerCw::Send invoice email","Envoyer la facture"
"Customweb_UnzerCw::Send the invoice email automatically after invoice creation.","Envoyer l'email de facture automatiquement après la création de la facture."
"Customweb_UnzerCw::Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","Si vous séléctionnez 'Comptabilisation dirècte' le montant sera tout de suite débité de la carte du client. Si vous séléctionnez 'Comptabilisation retardée' le montant sera débité avec un certain temps défini par vous."
"Customweb_UnzerCw::Set the sort order to show the external checkouts.","Définir l'ordre de montrer les checkouts externes."
"Customweb_UnzerCw::Settlement after order","Génération après la commande"
"Customweb_UnzerCw::Setup","Setup"
"Customweb_UnzerCw::Shipment created over @amount.","Shipment created over @amount."
"Customweb_UnzerCw::Shipment request has been processed.","Shipment request has been processed."
"Customweb_UnzerCw::Shipping & Handling","Livraison"
"Customweb_UnzerCw::Shipping Address","Adresse de livraison"
"Customweb_UnzerCw::Shipping Amount","Montant des frais de livraison"
"Customweb_UnzerCw::Shipping Information","Informations sur la livraison"
"Customweb_UnzerCw::Shipping Method","Mode de livraison"
"Customweb_UnzerCw::Shipping Methods","Modes de livraison"
"Customweb_UnzerCw::Shipping Refund","Remboursement des frais de livraison"
"Customweb_UnzerCw::Shop","Shop"
"Customweb_UnzerCw::Short Installation Instructions:","Short Installation Instructions:"
"Customweb_UnzerCw::Should customer data be transmitted to Unzer? This slightly increases the processing time due to an additional request, but may allow e.g. saving the payment method to the customer.","Should customer data be transmitted to Unzer? This slightly increases the processing time due to an additional request, but may allow e.g. saving the payment method to the customer."
"Customweb_UnzerCw::Should the amount be captured automatically after the order (Direct Charge) or should the amount only be reserved (Authorize)?","Should the amount be captured automatically after the order (Direct Charge) or should the amount only be reserved (Authorize)?"
"Customweb_UnzerCw::Should the amount be captured automatically after the order (Direkte Belastung) or should the amount only be reserved (Authorize)?","Should the amount be captured automatically after the order (Direkte Belastung) or should the amount only be reserved (Authorize)?"
"Customweb_UnzerCw::Should the invoice items be transmitted to Unzer? This slightly increases the processing time due to an additional request, and may cause issues for certain quantity / price combinations.","Should the invoice items be transmitted to Unzer? This slightly increases the processing time due to an additional request, and may cause issues for certain quantity / price combinations."
"Customweb_UnzerCw::Show","Voir"
"Customweb_UnzerCw::Show Account Selection","Voir la sélection de compte"
"Customweb_UnzerCw::Show Further Settings and Information","Afficher plus de paramètres et d'informations"
"Customweb_UnzerCw::Show Image","Afficher Image"
"Customweb_UnzerCw::Show Payment Id","Afficher Payment ID"
"Customweb_UnzerCw::Show the payment id","Présenter l'ID de paiement"
"Customweb_UnzerCw::Show the payment id in the order information","Afficher l'ID de paiement dans le bon de commande"
"Customweb_UnzerCw::Show the payment image","Montrer l'image de paiement"
"Customweb_UnzerCw::Show the payment image on the checkout page","Montrer l'image de paiement sur la page de paiement"
"Customweb_UnzerCw::Sign In","Connexion"
"Customweb_UnzerCw::Social Security Number","Numéro de sécurité sociale"
"Customweb_UnzerCw::Sort Order","Ordre De Tri"
"Customweb_UnzerCw::Status","Statut"
"Customweb_UnzerCw::Store the payment details","Enregistrer les détails de paiement"
"Customweb_UnzerCw::Stored payment details","Détails de paiement enregistrées"
"Customweb_UnzerCw::Submit Order","Confirmer la commande"
"Customweb_UnzerCw::Submitting order information...","Soumission des données de la commande..."
"Customweb_UnzerCw::Subtotal","Sous-total"
"Customweb_UnzerCw::Success","Succès"
"Customweb_UnzerCw::Successful","Succès"
"Customweb_UnzerCw::Successful online refund of amount","Remboursement en ligne réussie de montant"
"Customweb_UnzerCw::Successful payment authorization.","Paiement autorisé"
"Customweb_UnzerCw::Successfull online refund of amount","Remboursement en ligne réussie de montant"
"Customweb_UnzerCw::Support","Support"
"Customweb_UnzerCw::Tax Amount","Montant de l'impôt"
"Customweb_UnzerCw::Technical issue: This payment methods is not available at the moment.","Problème technique: Cette méthode de paiement n'est pas disponible en ce moment."
"Customweb_UnzerCw::Test","Test"
"Customweb_UnzerCw::Test Mode","Mode test"
"Customweb_UnzerCw::Test Transaction","Transaction de test"
"Customweb_UnzerCw::The HMAC key as defined in the live backoffice of Unzer. You may need generate the HMAC key. Please take a look at the manual how to do this.","La clé HMAC tel que défini dans le backoffice de production de Unzer. Vous devrez peut-être générer la clé HMAC. Veuillez jeter un coup d'oeil sur le manuel pour savoir comment faire cela."
"Customweb_UnzerCw::The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","Le schéma de mandat SEPA ne contient pas le mot-clé '!tag'. Ce mot-clé est obligatoire."
"Customweb_UnzerCw::The alias could not be found.","L'alias na pas été trouvé."
"Customweb_UnzerCw::The alias has been deleted.","L'alias a été supprimé."
"Customweb_UnzerCw::The alias transaction could not be conductet with error code: !code, and reason: !reason:","La transaction alias n'a pas pu être réalisée. Code d'erreur: !code et raison: !reason"
"Customweb_UnzerCw::The amount could not be verified.","Le montant n'a pas pu être vérifié."
"Customweb_UnzerCw::The amount of !amount is authorized.","Le montant de !amount est autorisé."
"Customweb_UnzerCw::The amount of !amount is captured.","Le montant de !amount est capturé."
"Customweb_UnzerCw::The authorization method '!method' is not supported.","Le mode d'autorisation '!method' n'est pas accepté."
"Customweb_UnzerCw::The authorization was not successful","Erreur d'autorisation. Autorisation sans succès."
"Customweb_UnzerCw::The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","Le type de la carte de crédit est détecté par le numéro de la carte si une autorisation cachée est utilisé. Si la page de paiement est utilisé, l'utilisateur doit sélectionner la marque. Les marques de cartes de crédit autorisés peuvent être limitées par ce paramètre."
"Customweb_UnzerCw::The brand with external name '!key' was not present in the map.","La marque avec le nom externe '!key' n'était pas présent dans la carte."
"Customweb_UnzerCw::The brand with key '!key' was not found in the card information map.","La marque '!key' n'a pas été trouvée dans les marques disponibles."
"Customweb_UnzerCw::The cancellation could not be conducted. Error code: !error.","L'annulation n'a pas pu être réalisée. Code d'erreur: !error."
"Customweb_UnzerCw::The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","Le montant de comptabilisation (!captureAmount) ne peut pas être supérieur au montant autorisé (!authorizedAmount)."
"Customweb_UnzerCw::The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","L'élément de capture avec SKU '@sku' a un montant plus élevé (@amountItem) comme l'élément d'origine (@amountOriginal)."
"Customweb_UnzerCw::The capture item with SKU '@sku' is not present in the original order.","L'élément de capture avec SKU '@sku' n'est pas présent dans la commande original."
"Customweb_UnzerCw::The capturing could not be conducted. Error code: !error.","La capture n'a pas pu être réalisée. Code d'erreur: !error."
"Customweb_UnzerCw::The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","La sélection de la marque de la carte se fait automatiquement à partir du numéro de carte inséré. Si Javascript n'est pas actif dans le navigateur, un menu déroulant apparaît. Si JavaScript est activé, les logos de marques peuvent être affichées. Afficher les logos au lieu du menu déroulant?"
"Customweb_UnzerCw::The configuration has been saved.","La configuration a été enregistrée."
"Customweb_UnzerCw::The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","Le contrôleur '@controller' ne fournit pas de méthode avec l'annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' et de données valides."
"Customweb_UnzerCw::The customer does not finish the payment with in the timeout.","Le client n'a pas fini le paiement dans le délai imparti."
"Customweb_UnzerCw::The date of birth is required.","La date de naissance doit être indiquée."
"Customweb_UnzerCw::The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","Le format doit être '!format' où le 'MM' veut indiquer le numéro du mois et 'AA' le numéro de l'année."
"Customweb_UnzerCw::The gender is required.","Le sexe doit être spécifié."
"Customweb_UnzerCw::The given CVC code has the wrong length.","Le code CVC inséré a une longeur incorecte."
"Customweb_UnzerCw::The given card number has an invalid check sum.","Le numéro de carte donné a une somme de contrôle invalide."
"Customweb_UnzerCw::The given card number has an invalid length.","Le numéro de carte inséré a une longueur invalide."
"Customweb_UnzerCw::The given hmac key is empty.","La clé HMAC donnée est vide."
"Customweb_UnzerCw::The given identifier is empty.","L'identificateur donné est vide."
"Customweb_UnzerCw::The given password is empty.","Le mot de passe donné est vide."
"Customweb_UnzerCw::The given rang is empty. It must be a nummeric value with length of two.","Le champ 'rang' donné est vide. Il doit être une valeur nummerique avec une longueur de deux."
"Customweb_UnzerCw::The given rang is invalid. It must be a nummeric value with length of two.","Le champ 'rang' n'est pas valide. Il doit être une valeur numérique avec une longueur de deux."
"Customweb_UnzerCw::The given site number is empty.","Le nombre de site donné est vide."
"Customweb_UnzerCw::The identifier as defined in the backoffice of Unzer.","L'identifiant tel que défini dans le backoffice de Unzer."
"Customweb_UnzerCw::The interest rate in percent that you enter here will be applied onto the instalment. The rate must be above the amount that you have agreed up on with Unzer.","The interest rate in percent that you enter here will be applied onto the instalment. The rate must be above the amount that you have agreed up on with Unzer."
"Customweb_UnzerCw::The invoice could not be captured and processed by","La facture n'a pas pu être comptabilisée et traitée par Unzer."
"Customweb_UnzerCw::The invoice could not be captured and processed. Reason:","La facture n'a pas pu être capturée et traitée. Raison:"
"Customweb_UnzerCw::The invoice could not be found.","La facture n'a pas été trouvée."
"Customweb_UnzerCw::The invoice has been changed.","La facture a été changé."
"Customweb_UnzerCw::The invoice no longer exists.","La facture n'existe plus."
"Customweb_UnzerCw::The layout does not contain the tag '!layout_tag'.","Le layout ne contient pas le mot-clé '!layout_tag'."
"Customweb_UnzerCw::The next update execution date indicates when the next cron is run to update the transaction state.","La prochaine date d'exécution de mise à jour indique lorsque le cron suivant sera exécuté pour mettre à jour l'état de la transaction."
"Customweb_UnzerCw::The order is not fully completed. Please contact the store owner.","Le paiement ne peut être effectué."
"Customweb_UnzerCw::The payment form will be displayed after submitting the order.","La forme de paiement sera affichée après avoir confirmé la commande."
"Customweb_UnzerCw::The payment has been accepted.","Le paiement a été accepté"
"Customweb_UnzerCw::The payment has been denied.","Le paiement a été refusé."
"Customweb_UnzerCw::The payment method !paymentMethodName does not support the currency '!currency'.","La méthode de paiement !paymentMethodName ne supporte pas la devise '!currency'."
"Customweb_UnzerCw::The payment method !paymentMethodName is not available in your country ('!country').","La méthode de paiement !paymentMethodName n'est pas disponible dans votre pays ('!country')."
"Customweb_UnzerCw::The payment update has been made.","La mise à jour de paiement a été effectué."
"Customweb_UnzerCw::The provided signature does not match with the one calculated.","La signature fournie ne correspond pas à celle calculée."
"Customweb_UnzerCw::The rang (PBX_RANG) as defined in the live backoffice of Unzer. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","Le champ 'rang' (PBX_RANG) tel que défini dans le backoffice de production de Unzer. Il doit être nummeric avec deux caractères de long. Dans le backoffice il peut être affiché comme trois caractères. Vous devez tronquer le premier chiffre."
"Customweb_UnzerCw::The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","L'article de remboursement avec SKU '@sku' a un montant plus élevé (@amountItem) comme l'article d'origine (@amountOriginal)."
"Customweb_UnzerCw::The refund item with SKU '@sku' is not present in the original order.","L'article de remboursement avec SKU '@sku' n'est pas présent dans la commande originale."
"Customweb_UnzerCw::The refunding could not be conducted. Error code: !error.","Le remboursement n'a pas pu être réalisé. Code d'erreur: !error."
"Customweb_UnzerCw::The shopping cart has been altered!","Le panier a été changé!"
"Customweb_UnzerCw::The signature could not be verified.","La signature ne peut pas être vérifiée."
"Customweb_UnzerCw::The site id (PBX_RANG) as defined in the backoffice of Unzer.","L'identifiant du site (PBX_RANG) tel que défini dans le backoffice de Unzer."
"Customweb_UnzerCw::The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","Le montant total du remboursement (!totalRefundedAmount) ne peut pas être supérieur à la quantité capturée (!capturedAmount)."
"Customweb_UnzerCw::The transaction cannot be cancelled online.","La transaction ne peut être annulée en ligne."
"Customweb_UnzerCw::The transaction cannot be captured online.","La transaction ne peut être capturée en ligne"
"Customweb_UnzerCw::The transaction cannot be refunded online.","La transaction ne peut être remboursé en ligne."
"Customweb_UnzerCw::The transaction failed for an unknown reason.","The transaction failed for an unknown reason."
"Customweb_UnzerCw::The transaction failed for an unkown reason.","The transaction failed for an unkown reason."
"Customweb_UnzerCw::The transaction failed with error code !code.","L'opération a échoué avec le code d'erreur: !code."
"Customweb_UnzerCw::The transaction is only executed in the test system. The goods should not be delivered.","La transaction a est exécutée uniquement dans le système de test. Les produits ne doivent pas être livrés."
"Customweb_UnzerCw::The transaction is pending.","The transaction is pending."
"Customweb_UnzerCw::The transaction was cancelled.","The transaction was cancelled."
"Customweb_UnzerCw::The uncertain transaction was accepted.","La transaction non garantie a été acceptée."
"Customweb_UnzerCw::The uncertain transaction was finally declined.","La transaction non garantie a finalement été rejetée."
"Customweb_UnzerCw::The value for '@label' must be set in the configuration.","The value for '@label' must be set in the configuration."
"Customweb_UnzerCw::The whole transaction is cancelled.","Toute la transaction a été annulée."
"Customweb_UnzerCw::There has been a problem during the processing of your payment.","Il y a eu un problème lors du traitement de votre paiement."
"Customweb_UnzerCw::There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","Il ya eu un problème lors du traitement de votre paiement. Veuillez contacter le propriétaire de la boutique pour vous assurer que votre commande a été placée avec succès."
"Customweb_UnzerCw::There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","Il y a un problème avec votre licence. S'il vous plaît nous (www.sellxed.com/support) contacter. Raison: %1"
"Customweb_UnzerCw::There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","Il y a un problème avec votre licence. S'il vous plaît contactez-nous (www.sellxed.com/support). Raison: %s"
"Customweb_UnzerCw::There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Il y a déjà un client enregistré avec cette adresse e-mail. Connectez-vous à l'aide de cette adresse ou insérez une adresse e-mail différente pour l'enregistrer votre compte."
"Customweb_UnzerCw::There seems to be a problem with the Unzer module.","Il semble avoir un problème avec le module de Unzer."
"Customweb_UnzerCw::There was an error validating the login and password.","ll y eu une erreur pendant la validation du login et du mot de passe."
"Customweb_UnzerCw::This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Ce compte n'est pas confirmé. <a href=""%s"">Cliquez ici</a> pour renvoyer l'email de confirmation."
"Customweb_UnzerCw::This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed.","This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed."
"Customweb_UnzerCw::This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Unzer account.","Ce mot de passe est utilisé pour les paiements récurrents et pour la gestion des alias, ainsi que pour l'autorisation du serveur. C'est le mot de passe du compte Unzer."
"Customweb_UnzerCw::This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","Ce setting peut être utilisé pour activer ou désactiver le contrôle 3D Secure. Veuillez vérifier avec PayBox si vous êtes autorisé à désactiver le contrôle 3D Secure. Ce paramètre aura seulement un effet que si vous utilisez la page de paiement."
"Customweb_UnzerCw::This status is set, when the payment was successfull and it is authorized.","Cet état est défini, lorsque le paiement a été un succès et il est autorisé."
"Customweb_UnzerCw::This transaction is already closed for further captures.","Cette transaction a déjà été fermée pour plus de comptabilisations."
"Customweb_UnzerCw::This transaction is already closed for further refunds.","Cette transaction a déjà été fermée pour d'autres remboursements."
"Customweb_UnzerCw::This transaction no longer exists.","Cette transaction n'existe plus."
"Customweb_UnzerCw::Timeout for pending payments (min)","Timout pour les paiements en attente (min.)"
"Customweb_UnzerCw::Titel","Titre"
"Customweb_UnzerCw::Title","Titre"
"Customweb_UnzerCw::Title of the payment method","Nom de la méthode de paiement"
"Customweb_UnzerCw::Total","Total"
"Customweb_UnzerCw::Total Shipping Charges","Total des frais d'expédition"
"Customweb_UnzerCw::Track order history","Suivi de la commande"
"Customweb_UnzerCw::Transaction","Transaction"
"Customweb_UnzerCw::Transaction Authorized","Transaction autorisée"
